DummyID,ID,Q1_Q10,Q1,S1a,Wave,Quarter,S0,S1b,S1c,Q0,Q20 (1/6),Q20 (2/6),Q20 (3/6),Q20 (4/6),Q20 (5/6),Q20 (6/6),Q21 (1/2),Q21 (2/2),Q18 (1/8),Q18 (2/8),Q18 (3/8),Q18 (4/8),Q18 (5/8),Q18 (6/8),Q18 (7/8),Q18 (8/8),Q2,Q2_1,Q2_2,Q3,Q3_1,Q4,Q5,Q6,Q7,Q8,Q9a_R1,Q9a_R2,Q9a_R4,Q9a_R6,Q9a_R7,Q9a_R8,Q9a_R9,Q9a_The lowest rated product's score,Q9a_The lowest rated product,Q9a_1,Q9_R1,Q9_R2,Q9_R3,Q9_R4,Q9_R6,Q9_The lowest rated channel's score,Q9_The lowest rated channel,Q9_1,Q23_R1,Q23_R2,Q23_R3,Q23_R4,Q23_R5,Q23_R6,Q18a,Q18a.1,Q18a.2,Q18a.3,Q18b,Q18b.1,Q18b.2,Q18b.3,Q18c.1,Q18c.2,Q18c.3,Q18c.4,Q18a_Techcombank,Q18a_ACB,Q18a_Vietcombank,Q18a_BIDV,Q18a_MBBank,Q18a_VPBank,Q18a.1_Techcombank,Q18a.1_ACB,Q18a.1_Vietcombank,Q18a.1_BIDV,Q18a.1_MBBank,Q18a.1_VPBank,Q18a.2_Techcombank,Q18a.2_ACB,Q18a.2_Vietcombank,Q18a.2_BIDV,Q18a.2_MBBank,Q18a.2_VPBank,Q18a.3_Techcombank,Q18a.3_ACB,Q18a.3_Vietcombank,Q18a.3_BIDV,Q18a.3_MBBank,Q18a.3_VPBank,Q18b_Techcombank,Q18b_ACB,Q18b_Vietcombank,Q18b_BIDV,Q18b_MBBank,Q18b_VPBank,Q18b.1_Techcombank,Q18b.1_ACB,Q18b.1_Vietcombank,Q18b.1_BIDV,Q18b.1_MBBank,Q18b.1_VPBank,Q18b.2_Techcombank,Q18b.2_ACB,Q18b.2_Vietcombank,Q18b.2_BIDV,Q18b.2_MBBank,Q18b.2_VPBank,Q18b.3_Techcombank,Q18b.3_ACB,Q18b.3_Vietcombank,Q18b.3_BIDV,Q18b.3_MBBank,Q18b.3_VPBank,Q18c.1_Techcombank,Q18c.1_ACB,Q18c.1_Vietcombank,Q18c.1_BIDV,Q18c.1_MBBank,Q18c.1_VPBank,Q18c.2_Techcombank,Q18c.2_ACB,Q18c.2_Vietcombank,Q18c.2_BIDV,Q18c.2_MBBank,Q18c.2_VPBank,Q18c.3_Techcombank,Q18c.3_ACB,Q18c.3_Vietcombank,Q18c.3_BIDV,Q18c.3_MBBank,Q18c.3_VPBank,Q18c.4_Techcombank,Q18c.4_ACB,Q18c.4_Vietcombank,Q18c.4_BIDV,Q18c.4_MBBank,Q18c.4_VPBank,Quarter,Convenience,Product,Service,Experience,Price_Promotion,Convenience/Positive,Convenience/Negative,Product/Positive,Product/Negative,Service/Positive,Service/Negative,Experience/Positive,Experience/Negative,Price_Promotion/Positive,Price_Promotion/Negative,Convenience/Positive/AppIBstability,Convenience/Negative/AppIBstability,Convenience/Negative/SlowFailedTransfer,Convenience/Negative/DelayedNoNotification,Convenience/Negative/OverallAppPerformanceIssues,Convenience/Negative/FrequentMaintenance,Convenience/Positive/AppIBfeatures,Convenience/Negative/AppIBfeatures,Convenience/Positive/AppIBinterface,Convenience/Negative/AppIBinterface,Convenience/Positive/AppIBingeneral,Convenience/Negative/AppIBingeneral,Convenience/Positive/ATM,Convenience/Negative/ATM,Convenience/Positive/Branch,Convenience/Negative/Branch,Convenience/Positive/Other,Convenience/Negative/Other,Product/Positive/Productfeatures,Product/Negative/Productfeatures,Product/Positive/Productdiversity,Product/Negative/Productdiversity,Product/Positive/Security,Product/Negative/Security,Product/Positive/Partnership,Product/Negative/Partnership,Product/Positive/Specialaccount,Product/Negative/Specialaccount,Product/Positive/Other,Product/Negative/Other,Service/Positive/Servicespeed,Service/Negative/Servicespeed,Service/Positive/Standardprocess,Service/Negative/Standardprocess,Service/Positive/Other,Service/Negative/Other,Experience/Positive/Staffattitude,Experience/Negative/Staffattitude,Experience/Positive/Customerservice,Experience/Negative/Customerservice,Experience/Positive/Staffconsultingskill,Experience/Negative/Staffconsultingskill,Experience/Positive/Branding,Experience/Negative/Branding,Experience/Positive/Other,Experience/Negative/Other,Price_Promotion/Positive/Fees,Price_Promotion/Negative/Fees,Price_Promotion/Positive/Interestrate,Price_Promotion/Positive/Loaninterestrate,Price_Promotion/Negative/Interestrate,Price_Promotion/Negative/Loaninterestrate,Price_Promotion/Positive/Promotion,Price_Promotion/Negative/Promotion,Price_Promotion/Positive/Others,Price_Promotion/Negative/Others
Q1_Q1'25###33924iW306SurEWujhJFnoqzr2Lh0UzZmveZ1jLZgutWE2Zo=,33924iW306SurEWujhJFnoqzr2Lh0UzZmveZ1jLZgutWE2Zo=,Q1,Vietcombank,25-35,Q1'25,Q1'25,Online,Female,Ho Chi Minh,MAFF,Vietcombank,,,,,,Vietcombank,,ACB,BIDV,MBBank,VPBank,MSB,Vietinbank,Techcombank,,9,ngân hàng nhà nước uy tín đã sử dụng trong thời gian dài coa ở khắp mọi nơi dễ dàng giao dịch qua app có nhiều ưu đãi hấp dẫn,,9,dễ dàng cài đặt coa tính bảo mâtk cao giao diewnj dễ auwr dụng,4,4,4,5,5,5, I do not use this bank product, I do not use this bank product,4, I do not use this bank product, I do not use this bank product, I do not use this bank product,4,Terms deposit,mức lãi tiết kiệm cao dễ dàng thực hiện online,4,Not use in recent 1 month,Not use in recent 1 month,3,5,3,Fanpage,không có nhkeeuf điều đáng luue tâm,,,,,,,,,,,Vietcombank,Vietcombank,BIDV,Vietcombank,Vietcombank,Vietcombank,Vietcombank,BIDV,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,Q1'25,0.5747457627118644,0.0,0.0,0.5746788990825689,0.5748387096774193,0.5652894677585656,0.0,0.0,0.0,0.0,0.0,0.5652750881933499,0.0,0.5653515874802973,0.0,0.0,,,,,,0.0,,0.5648457554604819,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.5652780905201531,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.5650018764542521,0.0,,
Q1_Q1'25###33925g7p4eq8Eh+4hUBmXhUXq+zkID5fhvsl9P58Ed9DZ6Qs=,33925g7p4eq8Eh+4hUBmXhUXq+zkID5fhvsl9P58Ed9DZ6Qs=,Q1,Techcombank,36-45,Q1'25,Q1'25,Online,Male,Ha Noi,MAFF,Techcombank,Vietcombank,BIDV,,,,Techcombank,,MBBank,VPBank,MSB,,,,,,10,"Dịch vụ khách hàng tốt, an toàn bảo mật, giao dịch chính xác",,10,"Ứng dụng dễ dàng cài đặt hoạt động hiệu quả trên thiết bị di động, bảo mật an toàn khi thanh toán",5,5,4,5,5,5,5,4,5,5,4,5,4,Secured Loan,Dịch vụ nhanh chóng thủ tục đơn giản hiệu quả,5,4,5,5,5,4,Telesales,Kênh điện thoại hoạt động hiệu quả tiếp xúc khách hàng tốt,,,,,,,,,,,Techcombank,Techcombank,Techcombank,VPBank,Vietcombank,MBBank,Techcombank,Techcombank,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,Q1'25,0.0,0.5917391304347825,0.5916666666666667,0.0,0.0,0.0,0.0,0.6189210224880805,,0.6188452300532913,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.6189477727591826,,0.0,,0.0,,0.0,,0.0,,0.0,,0.6189053412946758,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Q1_Q1'25###33926UtGXMZcqogiRkeyRI2XQFg==,33926UtGXMZcqogiRkeyRI2XQFg==,Q1,BIDV,25-35,Q1'25,Q1'25,Offline,Female,Ho Chi Minh,MAFF,BIDV,,,,,,BIDV,,MSB,Vietinbank,Techcombank,ACB,Vietcombank,MBBank,VPBank,,10,"Chi nhánh có khắp mọi tỉnh thành, nhân viên thân thiện chu đáo, dịch vụ đa dạng",,9,"Thiết kế đơn giản, hiện đại giúp khách hàng giao dịch tài chính mọi lúc mọi nơi",5,4,4,5,5,4,5, I do not use this bank product,5, I do not use this bank product, I do not use this bank product,5,4,Debit,"Được bảo mật tốt thẻ có mẫu đẹp,sang trọng",5,Not use in recent 1 month,4,Not use in recent 1 month,5,4,Call Center,"Trả lời và xử lý vấn đề nhanh chóng, nhiệt tình",,,,,,,,,,,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,BIDV,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,Q1'25,0.7246153846153847,0.7247058823529412,0.0,0.7246067415730336,0.0,0.739040660767414,0.0,0.7389025813187039,0.0,0.0,0.0,0.739010384210554,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.7389738970779278,0.0,0.0,,0.0,,0.7387287491555956,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.7388562260752084,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Q1_Q1'25###33927ePBdQuizyOjn1d0G8TGISEcL+UYbwuuKO3jJHY4a94c=,33927ePBdQuizyOjn1d0G8TGISEcL+UYbwuuKO3jJHY4a94c=,Q1,Techcombank,25-35,Q1'25,Q1'25,Online,Male,Ha Noi,MAFF,Techcombank,ACB,,,,,Techcombank,,Vietcombank,BIDV,MBBank,VPBank,MSB,Vietinbank,,,9,"techcombank là ngân hàng thương mại cổ phần lớn nhất việt nam , có chất lượng và độ uy tín cao",,9,"ứng dụng của ngân hàng techcombank luôn hoạt động ổn định và giúp cho khách hàng có những giao dịch nhanh chóng , tiện lợi",5,5,4,5,4,5,4, I do not use this bank product, I do not use this bank product, I do not use this bank product, I do not use this bank product, I do not use this bank product,4,Credit card,"quy trình đăng kí thủ tục mở thẻ dễ dàng và nhanh chóng , có giá trị cao khi giao dịch nhiều , có ưu đãi tốt",5,Not use in recent 1 month,4,4,5,4,Call Center,luôn có những nhân viên chăm sóc và túc trực 24/7 để giải đáp nhu cầu và tư vấn nhiệt tình cho khách hàng,,,,,,,,,,,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,Techcombank,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,Q1'25,0.0,0.0,0.0,0.5917391304347825,0.0,0.0,0.0,0.0,,0.0,,0.618884848826022,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.6188720489148322,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Q1_Q1'25###33928trbYxdfE3k3tlZjxn33nFbIJbdLazXTFnfE85uVJGm4=,33928trbYxdfE3k3tlZjxn33nFbIJbdLazXTFnfE85uVJGm4=,Q1,MBBank,25-35,Q1'25,Q1'25,Online,Female,Ho Chi Minh,MAFF,ACB,MBBank,,,,,ACB,MBBank,Vietcombank,BIDV,Vietinbank,Techcombank,,,,,10,vì nhiều tiện lợi và có khuyến mãi,,10,vì co khuyến mai hap dan,4,4,4,4,4,4,4,4,4,4,4,4,4,Secured Loan,"vì uy tín và tiện lợi, khoản vay hợp lý",4,4,4,4,4,4,Telesales,"vì tiện lợi, giải đáp mọi vấn đề nhanh chóng vui vẻ",,,,,,,,,,,MBBank,ACB,MBBank,ACB,Vietcombank,Vietcombank,ACB,ACB,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,Q1'25,0.7092424242424242,0.0,0.0,0.0,0.7091666666666666,0.7304847819560157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730484781956016,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.7306564587555356,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0.7313431659536139,,,
Q10_Q1'25###33928trbYxdfE3k3tlZjxn33nFbIJbdLazXTFnfE85uVJGm4=,33928trbYxdfE3k3tlZjxn33nFbIJbdLazXTFnfE85uVJGm4=,Q10,ACB,25-35,Q1'25,Q1'25,Online,Female,Ho Chi Minh,MAFF,ACB,MBBank,,,,,ACB,MBBank,Vietcombank,BIDV,Vietinbank,Techcombank,,,,,10.0,"vì tiện lơi, mở thẻ nhanh chóng",,10,vì nhanh chóng ứng dụng dễ sử dung,4,4,4,4,4,4,4,4,4,4,4,4,4,Banca,vì tiện lơi hieu nhu cau cua khach,4,4,4,4,4,4,Fanpage,vì giai dap nhanh chong va trang nhin dep mat,,,,,,,,,,,MBBank,ACB,MBBank,ACB,Vietcombank,Vietcombank,ACB,ACB,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,Q1'25,0.6801923076923077,0.0,0.6802173913043478,0.0,0.0,0.6459938128185707,0.0,0.0,0.0,0.6459988322345167,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.645777977932898,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.645777977932898,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Q1_Q1'25###33929Ia6St66OJDo7TaurNvpvVeAwntoNYoRBr09jWOZwbwQ=,33929Ia6St66OJDo7TaurNvpvVeAwntoNYoRBr09jWOZwbwQ=,Q1,MBBank,22-24,Q1'25,Q1'25,Online,Female,Ho Chi Minh,MAFF,ACB,Vietcombank,MBBank,VPBank,Techcombank,,MBBank,Techcombank,BIDV,MSB,Vietinbank,,,,,,9,"Dịch vụ ngân hàng rất tốt, không thu nhiều phí",,9,"Dễ sử dụng, dịch vụ chất lượng",4,4,4,4,5,4,4,4,4,3,4,5,3,Bond/Funds,Tôi thấy cũng giống như những ngân hàng khác,4,4,5,4,5,4,Telesales,"Hướng dẫn nhanh chóng, dễ hiểu",,,,,,,,,,,Vietcombank,MBBank,Vietinbank,MBBank,MBBank,Vietcombank,MBBank,VPBank,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,Q1'25,0.0,0.0,0.7093181818181818,0.0,0.7091666666666666,0.0,0.0,0.0,0.0,0.730607408241387,0.0,0.0,0.0,0.730484781956016,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.730484781956016,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.7307372478376624,,0.0,0.0,,,0.0,,,
Q10_Q1'25###33929Ia6St66OJDo7TaurNvpvVeAwntoNYoRBr09jWOZwbwQ=,33929Ia6St66OJDo7TaurNvpvVeAwntoNYoRBr09jWOZwbwQ=,Q10,Techcombank,22-24,Q1'25,Q1'25,Online,Female,Ho Chi Minh,MAFF,ACB,Vietcombank,MBBank,VPBank,Techcombank,,MBBank,Techcombank,BIDV,MSB,Vietinbank,,,,,,9.0,Dịch vụ tốt,,9,Giao diện dễ dùng,4,4,4,4,5,5,5,4,4,4,4,4,4,Terms deposit,Lãi suất khá cao,4,4,5,5,5,4,Branch,Thuận tiện cho khách hàng đi lại,,,,,,,,,,,Vietcombank,MBBank,Vietinbank,MBBank,MBBank,Vietcombank,MBBank,VPBank,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,Q1'25,0.0,0.0,0.5916666666666667,0.0,0.0,0.0,0.0,0.0,,0.6188452300532913,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.6189053412946758,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Q1_Q1'25###339306lCXXV0axjBXUeDRygTHarBjerOelGJ1ZP1WekofjMI=,339306lCXXV0axjBXUeDRygTHarBjerOelGJ1ZP1WekofjMI=,Q1,Techcombank,25-35,Q1'25,Q1'25,Online,Male,Ho Chi Minh,MAFF,VPBank,Techcombank,ACB,Vietcombank,BIDV,MBBank,Techcombank,,MSB,Vietinbank,,,,,,,8,Tư vấn tận tình hơn,,9,"Load nhanh, miễn phí.",4,5,5,4,4,4,5,4,5,4,5,5,4,Banca,"Hợp đồng rõ ràng, hậu mãi tuyệt với, tư vấn tận tình",4,5,4,4,4,4,Fanpage,"Load nhanh, thông tin đầy đủ cụ thể, nền đẹp",,,,,,,,,,,Techcombank,Techcombank,Techcombank,MSB,Techcombank,Techcombank,Techcombank,MSB,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,Q1'25,0.0,0.0,0.0,0.5917391304347825,0.0,0.0,0.0,0.0,,0.0,,0.0,0.3762745974955277,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.3768038163387,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Q1_Q1'25###33931QOqUBpLzQTGaq5VyT2dPRftHvlXtGFrd/i+EfQmC/oM=,33931QOqUBpLzQTGaq5VyT2dPRftHvlXtGFrd/i+EfQmC/oM=,Q1,Vietcombank,25-35,Q1'25,Q1'25,Online,Female,Ho Chi Minh,MAFF,VPBank,Vietcombank,MBBank,,,,Vietcombank,,BIDV,Vietinbank,Techcombank,ACB,,,,,8,"thời gian cấp thẻ vật lý nhanh hơn, nhiều khuyến mãi hấp dẫn và minigame hơn",,7,"nhiều cái bất tiện, ví dụ khi nhập sai mật khẩu sẽ phải nhập lại từ đầu chứ không thể chỉnh sửa gây tốn thời gian",4,4,3,3,4, I do not use this bank product,4,4,3, I do not use this bank product,3, I do not use this bank product,3,Terms deposit,lãi suất thấp hơn ngân hàng khác,4,Not use in recent 1 month,3,3,4,3,Fanpage,tôi ít khi ghé thăm trang facebook của họ,,,,,,,,,,,Vietcombank,Vietcombank,Missing lable,MBBank,Vietcombank,Missing lable,Vietcombank,Missing lable,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,Q1'25,0.0,0.0,0.5746296296296296,0.0,0.5748387096774193,0.0,0.0,0.0,0.0,0.0,0.649461339693898,0.0,0.0,0.0,0.6500894454382827,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.6444364937388193,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.6482051282051282,,
Q1_Q1'25###339322+oNK+YvoeUski9QZP05mzqQwr0WVbCeBA3/ghQzwWY=,339322+oNK+YvoeUski9QZP05mzqQwr0WVbCeBA3/ghQzwWY=,Q1,Techcombank,25-35,Q1'25,Q1'25,Online,Female,Ho Chi Minh,MAFF,Techcombank,Vietcombank,BIDV,,,,Techcombank,Vietcombank,MBBank,VPBank,MSB,Vietinbank,ACB,,,,9,Chất lượng của ngân hàng tốt,,9,Ứng dụng ngân hàng dễ sử dụng,4,5,4,5,5,4,4,5,5,4,5,5,4,Debit,Thẻ ghi nợ có hạn mức cao,4,4,5,5,5,4,Branch,Chi nhánh ngân hàng tiện lợi,,,,,,,,,,,Vietcombank,Vietinbank,Techcombank,Vietcombank,Vietinbank,BIDV,Techcombank,Vietcombank,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,Q1'25,0.0,0.0,0.5916666666666667,0.0,0.0,0.0,0.0,0.0,,0.6188452300532913,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.6189053412946758,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Q10_Q1'25###339322+oNK+YvoeUski9QZP05mzqQwr0WVbCeBA3/ghQzwWY=,339322+oNK+YvoeUski9QZP05mzqQwr0WVbCeBA3/ghQzwWY=,Q10,Vietcombank,25-35,Q1'25,Q1'25,Online,Female,Ho Chi Minh,MAFF,Techcombank,Vietcombank,BIDV,,,,Techcombank,Vietcombank,MBBank,VPBank,MSB,Vietinbank,ACB,,,,10.0,Ngân hàng có chất lượng tốt,,9,Ứng dụng ngân hàng dễ sử dụng,5,5,4,4,5,5,5,5,4,5,5,4,4,Unsecured Loan/ Overdraft without Collateral,Vay tín chấp có uy tín cao,5,5,4,4,5,4,Call Center,Tổng đài chăm sóc nhiều thông tin,,,,,,,,,,,Vietcombank,Vietinbank,Techcombank,Vietcombank,Vietinbank,BIDV,Techcombank,Vietcombank,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,Q1'25,0.0,0.0,0.5746296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.5652204458455303,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.5650565188020716,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
Q1_Q1'25###33933sxq01L1aQn4yVtAuxw5vFQ==,33933sxq01L1aQn4yVtAuxw5vFQ==,Q1,MBBank,36-45,Q1'25,Q1'25,Offline,Male,Ho Chi Minh,MAFF,MBBank,BIDV,,,,,MBBank,,MSB,Vietinbank,Techcombank,ACB,Vietcombank,VPBank,,,10,"Ngày càng nhiều phòng giao dịch và ATM dễ dàng giao dịch, không mất phí giao dịch",,9,Bảo mật cao khi dùng vân tay và mã khóa,5,4,4,5,5,5,4, I do not use this bank product,5, I do not use this bank product, I do not use this bank product,5,4,Credit card,"Giá trị thẻ cao, hồ sơ phê duyệt thẻ dễ dàng, nhanh chóng",5,Not use in recent 1 month,4,Not use in recent 1 month,5,4,Call Center,"Gọi điện không phải chờ lâu, nhân viên tổng đài vui vẻ, nhiệt tình",,,,,,,,,,,MBBank,MBBank,MBBank,MBBank,MBBank,MBBank,MBBank,MBBank,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,Q1'25,0.7092424242424242,0.0,0.0,0.0,0.7091666666666666,0.7304847819560157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730484781956016,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.7305508114942927,,0.7304474609126419,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.7307372478376624,,0.0,0.0,,,0.0,,,
Q1_Q1'25###33934fJDIu8hIYHaZmyc+S41YHg==,33934fJDIu8hIYHaZmyc+S41YHg==,Q1,Vietcombank,36-45,Q1'25,Q1'25,Offline,Male,Ho Chi Minh,AFF,Vietcombank,,,,,,Vietcombank,,Vietinbank,Techcombank,ACB,BIDV,MBBank,VPBank,MSB,,10,"Ngân hàng quy mô lớn, có ứng dụng app ổn định",,9,Ứng dụng ngân hàng ổn định ít bị gặp lỗi hay đơ máy,5,5,5,4,4,5,5, I do not use this bank product,4, I do not use this bank product,5, I do not use this bank product,4,Terms deposit,Tiền gửi lãi suất cao hơn so với các ngân hàng khác,5,Not use in recent 1 month,Not use in recent 1 month,Not use in recent 1 month,4,4,ATM,Phòng để máy rút tiền mát mẻ sạch sẽ,,,,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank,,,,,Vietcombank,Vietcombank,Vietcombank,Vietcombank,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,Q1'25,0.5747457627118644,0.0,0.0,0.5746788990825689,0.0,0.5652894677585656,0.0,0.0,0.0,0.0,0.0,0.5652750881933499,0.0,0.0,0.0,0.5655482999324477,,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.5652780905201531,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
