Respondent.ID,Wave,Quarter,TCBCusID,Region,Sub region,Province,Branch,Segment,_Q4_Segment,_Q5_Customer Type,_Q4Bis_Tier,_Q5a_Persona,_Q6a_Brand usage,_Q6a._97,_Q6e_Main bank,_Main bank_Comp 1,_Main bank_Comp 2,_Q9_NPS TCB,_Q9_NPS Comp 1,_Q9_NPS Comp 2,_Q9a_Reason for NPS TCB,_Q9c_Reason for NPS Comp 1,_Q9d_Reason for NPS Comp 2,_Q6bis_banca,_Q6bis_Product,_Q20a_Overall CSAT Product,_Q20d_R1_Completeness of card benefits information,_Q20d_R2_Quality of Card Issuance Consultation,_Q20d_R3_Simplicity of registration procedures,_Q20d_R4_Card issuance time,_Q20d_R5_Quality of Credit Card Issuance Consultation,_Q20d_R6_Quality of Loan Product Consultation,_Q20d_R7_Completeness of loan information,_Q20d_R8_Simplicity of loan application and procedures,_Q20d_R9_Loan application processing time,_Q20d_R10_Competitiveness of loan interest rates/fees,_Q20d_R11_Competitiveness of products,_Q20d_R12_Quality of product consultation,_Q20d_R13_Completeness of product information,_Q20d_R14_Simplicity of registration process/documents,_Q20d_R15_Application processing time,_Q20d_R16_Competitiveness of products,_Q20d_R17_Quality of Consultation,_Q20d_R18_Completeness of information,_Q20d_R19_Attractiveness of savings products,_Q20d_R20_Ease of opening a savings account,_Q20d_R21_Diversity of savings products,_Q20d_R22_Quality of Bond/Fund consultation,_Q20d_R23_Reputation of bond/fund issuing organization,_Q20d_R24_Completeness of Bond/Fund information,_Q20d_R25_Diversity/attractiveness of products,_Q20d_R26_Simplicity of insurance application procedures/documents,_Q20d_R27_Attractiveness of insurance products,_Q20d_R28_Quality of Banca Consultation,_Q20d_R29_Reputation of the insurance brand,_Q20d_R30_Attractiveness of promotional programs,_Q20d_R31_Completeness of product information across channels,_Q20d_R32_Application approval and disbursement time,_Q20d_R33_Quality of Shopcash product consultation,_Q20d_R34_Quality of SoftPOS product consultation,_Q20d_R35_Simplicity of SoftPOS registration process/documents,_Q20d_R36_SoftPOS registration application processing time,_Q20d_R37_Level of feature information adequacy,_Q20d_R38_Ease of feature registration and usage,_Q20d_R39_Clarity of feature information,_Q20d_R40_Attractiveness and frequency of promotional programs,_Q20d_R41_Competitiveness of fees,_Q20d_R42_Form/Quality of Physical Card,_Q20d_R43_Stability of card usage,_Q20d_R44_Competitiveness of interest rates/fees,_Q20d_R45_Credit Card Limit,_Q20d_R46_Card Security,_Q20d_R47_Quality of Support Services,_Q20d_R48_Loan Information Updates,_Q20d_R49_Savings account information updates,_Q20d_R50_Ease of closing a savings account,_Q20d_R51_Ease of performing transactions on the app,_Q20d_R52_Quality of claim payment services,_Q20d_R53_After-sales service,_Q20d_R54_Ease of using funds,_Q20d_R55_Competitiveness of product,_Q20d_R56_Ease of using SoftPOS,_Q20d_R57_Stability of SoftPOS usage,_Q20d_R58_Competitiveness of fees when using SoftPOS,_Q20d_R59_Diversity of SoftPOS features,_Q20d_R60_Attractiveness of automatic profit interest rates,_Q20d_R61_Ease of profit monitoring and management,_Q20bis_1_Most dissatisfied attribute,_Q20bis_Text_Reason for most dissatisfied attribute,_Q20bis_2_Text_Issue about not satisfying,_Q7bis_Channel usage,_Q7bis_Choose_Channel chosen to ask,_Q23a_Overall CSAT Channel,_Q23d_R1_Fanpage_Speed of information updates,_Q23d_R2_Fanpage_Usefulness of feedback information from staff,_Q23d_R3_Fanpage_Response speed,_Q23d_R4_Fanpage_Friendliness in responses on the fanpage,_Q23d_R5_Fanpage_Product knowledge of fanpage staff,_Q23d_R6_Fanpage_Diversity of information,_Q23d_R7_Fanpage_Attractiveness of information,_Q23d_R8_Fanpage_Completeness of information,_Q23d_R9_Website_Website loading speed,_Q23d_R10_Website_Stability when accessing the website,_Q23d_R11_Website_Ease of use,_Q23d_R12_Website_Website interface design,_Q23d_R13_Website_Clarity of website structure,_Q23d_R14_Website_Up-to-date information,_Q23d_R15_Website_Completeness of website information,_Q23d_R17_Call center_Ease of reaching call center agents,_Q23d_R18_Call center_Call center agents’ skill,_Q23d_R19_Call center_Service attitude of call center agents,_Q23d_R21_ATM_ATM location,_Q23d_R22_ATM_ATM is always operational,_Q23d_R23_ATM_Cleanliness of ATM and surrounding area,_Q23d_R24_ATM_Ease of use of ATMs,_Q23d_R25_Mobile app_Ease of finding products and features to use on the app,_Q23d_R26_Mobile app_Ease of handling features on the app,_Q23d_R27_Mobile app_Interface design,_Q23d_R28_Mobile app_Completeness of features on the mobile banking app,"_Q23d_R29_Mobile app_System stability, ensuring smooth transactions on the mobile banking app",_Q23d_R30_Internet banking_Page loading speed,_Q23d_R31_Internet banking_Transaction speed,_Q23d_R32_Internet banking_Stability during transactions,_Q23d_R33_Internet banking_Simplicity and ease of use,_Q23d_R34_Internet banking_Interface design,_Q23d_R35_Internet banking_Diversity of payment services,_Q23d_R36_Internet banking_Diversity of features,_Q23d_R37_Internet banking_Integration with e-wallets,_Q23d_R38_Internet banking_Safety when using,_Q23d_R39_Internet banking_Search feature on the toolbar,_Q23d_R40_Branch_Financial solutions suitable for customer needs,_Q23d_R41_Branch_Product and service knowledge/understanding of branch staff,_Q23d_R42_Branch_Brand recognition at the branch,_Q23d_R43_Branch_Branch has a convenient and easily recognizable location,_Q23d_R44_Branch_Waiting time for transaction turn,_Q23d_R45_Branch_Transaction processing time and problem resolution at the branch,_Q23d_R46_Branch_Service attitude and appearance of branch staff,_Q23d_R47_Branch_Consultation skills of staff,_Q23d_R48_Branch_Cleanliness and tidiness of the branch,_Q23d_R49_Branch_Consistent service quality at branches,_Q23d_R50_Branch_Customer support in problem resolution after completing transactions,_Q23d_R51_Telesales_Consultation quality of staff,_Q23d_R52_Telesales_Attitude of consultants,_Q23d_R53_Telesales_Number of calls from consultants to customers,_Q23bis_1_Most dissatisfied attribute,_Q23bis_Text_Reason for most dissatisfied attribute,_Q23bis_2_Text_Issue about not satisfying,_Q18_Brand Awareness,_Q24_R1_A dedicated bank that serves you the way you want,"_Q24_R2_A bank that helps you experience exclusive privileges in a unique way that others dont have the opportunity to access, beyond banking services",_Q24_R3_A bank that helps you unlock the potential to increase your current assets and provide for the next generation,"_Q24_R4_Your aspirations, our actions, helping you achieve your goals faster through solutions and services designed specifically for you","_Q24_R5_The bank is a lifelong partner, understanding your needs and recognizing your priorities","_Q24_R6_The bank helps you enjoy multiple benefits, saving time for what matters most to you",_Q24_R7_The bank helps you express your individuality freely,_Q24_R8_The bank helps you maximize value,_Q24_R9_The bank helps you optimize financial resources,_Q24_R10_The bank provides top-notch services
23416073,May'25,Q2'25,RBG_Q2_100364057,South,V13,Ho Chi Minh,NSN,MAS,Mass,Existing customers,Normal,Non-Household,"MB Bank,Techcombank",,Techcombank,,,10,,,Nhanh ưu đãi tốt,,,,AE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,,,,,,,,,3,4,Attractiveness of automatic profit interest rates,Laix suất cũng chưa cao lắm,,Mobile App,Mobile App,4,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23694395,May'25,Q2'25,RBG_Q2_100642952,South,V11,Ho Chi Minh,BTA,MAS,Mass,Existing customers,Normal,Non-Household,Techcombank,,Techcombank,,,10,,,Tôi sử dụng và thấy hài lòng,,,,Mycash,5,,,,,,,,,,Not experience yet/ Not remember,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Mobile App,Mobile App,5,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26567342,May'25,Q2'25,RBG_Q2_100873634,South,V9,Other,THK,MAS,Mass,Existing customers,Normal,Non-Household,Techcombank,,Techcombank,,,7,,,Giao diện và cài đặt tác vụ dễ dàng sử dụng,,,,Term Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Branch,Techcombank online banking,Mobile App,ATM",Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26546129,May'25,Q2'25,RBG_Q2_100852402,North,V2,Bac Giang,BGN,MAS,Mass,Existing customers,Inspire,Non-Household,"BIDV,Techcombank",,Techcombank,,,9,,,"App ngân hàng dễ sử dụng, nhân viên hỗ trợ tại các điểm giao dịch trực tiếp rất hỗ trợ và nhiệt tình",,,,Term Deposit,4,,,,,,,,,,,,,,,,,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,"Branch,Mobile App",Branch,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,5,5,5,5,3,4,5,,,,Cleanliness and tidiness of the branch,Chi nhánh có vẻ đã lâu và cơ sở vật chất có phần hơi cũ,,"BIDV,Techcombank,Vietinbank",,,,,,,Techcombank,Techcombank,Techcombank,Techcombank
23255480,May'25,Q2'25,RBG_Q2_100203420,North,V6,Ha Noi,BDN,MAS,Mass,New customers,Normal,Non-Household,"Other,Techcombank","Pvcombank, sacombank",Other,,,10,,,"App đa chức năng, dễ sử dụng  Nhân viên thân thiện, hiểu rõ quy trình",,,,AE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,4,4,,,,"Branch,Mobile App,ATM",Branch,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,5,5,5,5,4,5,,,,,,,,,,,,,,,,,
23598745,May'25,Q2'25,RBG_Q2_100546918,North,V7,Ha Noi,NTD,MAF,Mass affluent,Existing customers,Normal,Non-Household,"Vietcombank,MB Bank,Techcombank",,Techcombank,,,8,,,"App ổn định, tính năng dễ nhìn, dịch vụ nhanh   Điểm trừ là quá nhiều người bị hack, nên hơi sợ bảo mật thông tin. Khắc phục được lỗi này thì app techcombank quá ok",,,Banca Life,Banca life,3,,,,,,,,,,,,,3,,,,,,,,,,,,,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,Completeness of product information,Chưa trải nghiệm nhiều nên chưa biết,,"Techcombank online banking,Mobile App,Call center,Public Website",Call center,5,,,,,,,,,,,,,,,,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ease of reaching call center agents,Nhiều lúc gọi máy bận/ko có ai hỗ trợ,,,,,,,,,,,,
23087613,May'25,Q2'25,RBG_Q2_100035517,South,V12,Ho Chi Minh,BAH,MAS,Mass,Existing customers,Normal,Non-Household,Techcombank,,Techcombank,,,10,,,Vì techcombank hỗ trợ rất tốt cho người khiếm thị,,,,AE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,5,5,,,,"Telesales,Branch,Techcombank online banking,Mobile App,ATM,Call center,Public Website,Fanpage",Fanpage,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26438935,May'25,Q2'25,RBG_Q2_100745074,South,V15,Ho Chi Minh,TBN,MAF,Mass affluent,Existing customers,Normal,Non-Household,"BIDV,Techcombank",,"Techcombank,BIDV",BIDV,,8,5,,Dv trưc tuyến ok,Atm chỉ rút 5tr,,,Term Deposit,4,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,"Techcombank online banking,Mobile App",Techcombank online banking,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,4,4,4,4,,,,,,,,,,,,,,,Interface design,Nhìn khá mờ nhạt,,,,,,,,,,,,
26865201,May'25,Q2'25,RBG_Q2_101115935,South,V15,Ho Chi Minh,TBN,MAS,Mass,Existing customers,Normal,Non-Household,Techcombank,,Techcombank,,,9,,,Rất hài lòng,,,,Credit Card,5,5,,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,4,5,4,,,,,,,,,,,,,,,,,,"Telesales,Mobile App",Telesales,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,,,,,,,,,,,,,,
23723509,May'25,Q2'25,RBG_Q2_100672081,South,V11,Ho Chi Minh,HCM,MAF,Mass affluent,Existing customers,Inspire,Non-Household,Techcombank,,Techcombank,,,5,,,Dạo này app techcombank hay bị lắc nha làm mất thời gian chờ khi cần chuyển khoản gấp dù tôi đã cập nhập phiên bản mới của techcombank,,,,PIL,3,,,,,,,,,,Not experience yet/ Not remember,,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,"Mobile App,Call center",Call center,5,,,,,,,,,,,,,,,,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ease of reaching call center agents,Vì nhiều lúc gọi vào đường dây tổng đài phải đợi lâu hoặc tất cả các tổng đài viên đang bận vui lòng đợi máy là câu tôi hay nghe nói,,"Techcombank,BIDV,Vietinbank",,,,,,,Techcombank,Techcombank,Techcombank,Techcombank
23338664,May'25,Q2'25,RBG_Q2_100286626,North,V3,Ha Noi,BIZ,MAS,Mass,Existing customers,Normal,Non-Household,"MB Bank,Techcombank",,Techcombank,,,10,,,"Thao tác giao dịch rất thuận tiện, rễ dàng, tính bảo mật cao, đội ngũ nhân viên rất nhiệt tình và chu đáo. Cảm ơn các bạn rất nhiều????",,,,AE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,5,5,,,,"Techcombank online banking,Mobile App",Techcombank online banking,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
